0	48.239643
1	57.209026
2	55.847374
3	61.357441
4	59.640694
5	59.207188
6	58.310562
7	58.046192
8	57.869911
9	58.077835
10	58.121960
11	58.690502
12	62.908955
13	58.785942
14	58.872875
15	59.006954
16	59.064636
17	59.131767
18	59.346115
19	59.256454
20	60.173866
21	68.226128
22	77.230774
23	74.963127
24	62.295887
25	53.660957
26	59.636486
27	73.480392
28	79.456352
29	77.224335
30	74.449890
31	72.845200
32	68.234436
33	55.701397
34	48.140682
35	52.431004
36	61.602104
37	63.371849
38	56.072571
39	51.839424
40	49.928665
41	47.808113
42	41.669521
43	38.716881
44	45.272968
45	59.656292
46	69.409866
47	69.581505
48	63.257656
49	57.714516
50	58.208141
51	61.416439
52	64.673477
53	67.022377
54	71.540497
55	75.483528
56	77.299049
57	72.411522
58	61.895988
59	56.715538
60	57.505363
61	63.248871
62	66.990028
63	67.896149
64	65.077568
65	59.731297
66	54.138176
67	50.938641
68	52.104111
69	54.287060
70	56.177204
71	56.646381
72	59.573608
73	61.760483
74	60.089851
75	54.303375
76	50.221542
77	51.987736
78	57.474697
79	62.946674
80	65.368332
81	65.854439
82	64.070068
83	60.690868
84	57.540524
85	59.281868
86	64.890724
87	69.829491
88	67.970711
89	61.883972
90	61.577183
91	64.722267
92	66.901917
93	60.912685
94	51.673248
95	51.495358
96	62.350235
97	68.937752
98	62.465538
99	49.122368
100	41.382278
101	48.373138
102	59.035416
103	61.749371
104	57.424065
105	54.890900
106	55.995762
107	56.979542
108	54.555832
109	54.601917
110	62.012608
111	71.231461
112	74.813774
113	70.495270
114	66.494835
115	67.011200
116	67.824158
117	62.989876
118	56.751629
119	57.206287
120	64.458542
121	70.461304
122	67.081123
123	57.872322
124	48.184807
125	47.712521
126	51.586788
127	54.338360
128	54.710728
129	57.061348
130	62.379620
131	64.735374
132	60.870209
133	51.241138
134	46.860348
135	51.471176
136	64.197716
137	73.723160
138	76.919373
139	72.315674
140	63.456905
141	59.972591
142	61.999310
143	67.573822
144	69.311394
145	66.910637
146	63.938835
147	66.927727
148	69.345596
149	63.664165
150	52.264103
151	43.748451
152	50.802917
153	62.884644
154	67.647728
155	61.488956
156	57.638718
157	55.308334
158	52.702698
159	47.538631
160	45.047447
161	54.769535
162	68.683578
163	73.632324
164	64.235649
165	55.241787
166	55.516537
167	62.629398
168	63.742039
169	59.194237
170	60.581852
171	69.985886
172	79.417191
173	73.246040
174	60.123856
175	51.425053
176	59.758507
177	71.012215
178	72.014503
179	64.365738
180	59.628529
181	65.140854
182	66.353455
183	58.847317
184	44.582203
185	40.552208
186	48.948681
187	63.151581
188	66.384972
189	56.634029
190	43.397087
191	37.218765
192	41.928146
193	49.457642
194	57.267750
195	59.146126
196	60.630383
197	61.268463
198	62.800735
199	62.806343
200	63.590839
201	65.290184
202	67.303322
203	71.767204
204	73.732132
205	76.513466
206	75.391594
207	72.251823
208	62.796795
209	52.417229
210	49.386452
211	55.004906
212	65.485008
213	67.146423
214	56.848824
215	40.108341
216	35.281250
217	39.988823
218	48.281891
219	49.377758
220	48.415009
221	53.959385
222	61.315762
223	63.574535
224	56.723022
225	50.381908
226	50.739788
227	61.913082
228	71.252075
229	73.588646
230	72.974670
231	76.035194
232	76.948051
233	70.812569
234	60.562340
235	55.068844
236	63.364384
237	73.897087
238	76.964439
239	68.147430
240	59.278473
241	54.683464
242	53.337856
243	52.404636
244	50.484509
245	53.636169
246	58.485016
247	62.257450
248	60.475491
249	58.676712
250	54.967331
251	57.753605
252	60.697720
253	60.734413
254	60.208084
255	59.596138
256	64.526207
257	67.783592
258	67.167137
259	58.799801
260	53.532463
261	57.610268
262	67.598633
263	72.091835
264	67.458389
265	59.470333
266	54.681828
267	58.705482
268	62.509304
269	64.633972
270	60.334846
271	59.869804
272	64.274353
273	65.341782
274	61.144306
275	55.856064
276	55.559196
277	55.033669
278	57.127048
279	57.534000
280	60.616043
281	64.731049
282	64.727737
283	53.639942
284	44.587505
285	48.970222
286	59.206127
287	67.742683
288	64.710945
289	59.818214
290	57.406673
291	64.184669
292	66.070808
293	62.565338
294	58.980663
295	58.576202
296	65.192871
297	66.316803
298	64.574165
299	60.893459
300	59.806019
301	55.622425
302	54.169426
303	53.328320
304	54.542725
305	60.136921
306	61.475903
307	61.735615
308	56.319901
309	53.025734
310	51.317863
311	55.396336
312	62.986607
313	69.392151
314	69.587769
315	64.743279
316	59.874237
317	58.113605
318	61.692032
319	61.068668
320	60.425011
321	56.841618
322	56.545673
323	58.893204
324	60.022171
325	58.020741
326	52.396751
327	48.743031
328	45.970036
329	50.207012
330	55.541889
331	65.784927
332	70.140617
333	65.943016
334	52.171951
335	45.159172
336	53.692440
337	66.497108
338	76.175423
339	69.901047
340	58.545532
341	53.583767
342	62.125710
343	69.228561
344	67.464256
345	59.220798
346	52.621399
347	56.909077
348	61.035759
349	60.924194
350	54.753971
351	52.703941
352	51.454620
353	54.493042
354	56.160328
355	55.758736
356	59.420315
357	62.388508
358	63.306717
359	56.605652
360	52.227062
361	54.451626
362	65.848061
363	74.085770
364	74.848373
365	68.043144
366	62.559444
367	62.631615
368	60.928253
369	60.945354
370	59.468060
371	64.715042
372	67.935753
373	66.506989
374	56.261360
375	48.967045
376	50.724388
377	56.707573
378	59.108929
379	51.542404
380	48.867805
381	55.458424
382	70.124146
383	72.539398
384	62.986809
385	49.166435
386	47.924397
387	61.133949
388	69.598022
389	71.447670
390	65.623421
391	62.553989
392	58.711014
393	56.285492
394	54.808323
395	60.269596
396	65.183556
397	64.274376
398	61.466404
399	59.591125
400	64.112511
401	63.635479
402	60.310249
403	54.197262
404	54.261974
405	59.528812
406	64.203514
407	66.515404
408	64.791862
409	58.918304
410	51.291607
411	50.237408
412	52.434299
413	60.423542
414	60.934208
415	55.620911
416	47.875046
417	47.707127
418	55.096462
419	60.013634
420	60.568840
421	58.735630
422	65.538193
423	70.489143
424	69.370331
425	59.520275
426	56.758949
427	63.271015
428	72.139557
429	74.160835
430	66.928627
431	62.528347
432	61.131184
433	59.483631
434	48.224277
435	40.003922
436	42.828537
437	55.984699
438	66.657890
439	63.477684
440	55.151447
441	49.928402
442	50.344780
443	50.202297
444	54.059658
445	59.694153
446	71.250748
447	80.122345
448	79.830971
449	72.843010
450	64.342300
451	63.334698
452	65.914978
453	68.393738
454	67.301117
455	66.316063
456	67.931061
457	71.502205
458	67.789246
459	57.468925
460	45.797791
461	45.681286
462	56.534081
463	62.294132
464	59.700424
465	48.706333
466	42.731632
467	44.960243
468	49.959061
469	50.813950
470	50.721642
471	55.804039
472	63.626949
473	69.187332
474	64.251381
475	59.384628
476	59.307693
477	65.129143
478	67.016762
479	64.893730
480	66.589272
481	73.082954
482	75.742813
483	64.055351
484	48.885933
485	45.042431
486	57.491203
487	67.227776
488	65.870827
489	58.260719
490	53.686722
491	53.456863
492	51.088589
493	47.272591
494	49.381386
495	60.046570
496	66.242538
497	63.595150
498	57.453934
499	56.280506
500	56.423187
501	53.655819
502	52.701324
503	57.513855
504	67.246231
505	71.244484
506	69.092278
507	65.533806
508	62.912586
509	57.664001
510	52.335976
511	51.563290
512	61.901344
513	78.816917
514	85.588570
515	75.688904
516	57.506851
517	49.367443
518	52.441536
519	58.419140
520	56.867825
521	52.319828
522	54.514584
523	62.645123
524	63.451401
525	50.992085
526	42.972996
527	47.036312
528	58.050201
529	57.072609
530	50.239895
531	52.601967
532	65.732620
533	75.374123
534	65.748917
535	50.104393
536	52.609451
537	75.700462
538	91.610405
539	85.947235
540	67.699974
541	60.912407
542	64.644691
543	67.713333
544	66.783836
545	62.082657
546	63.777172
547	69.382019
548	67.625771
549	53.189487
550	39.690556
551	37.798950
552	44.438183
553	48.586807
554	47.994164
555	48.765175
556	52.706703
557	59.661503
558	55.472191
559	44.649410
560	39.668137
561	47.939655
562	62.049183
563	68.268135
564	69.527611
565	70.034019
566	74.253685
567	71.988464
568	64.748039
569	59.629757
570	64.406273
571	73.830971
572	77.560120
573	75.293877
574	72.247269
575	66.180267
576	55.579258
577	50.854851
578	53.021488
579	61.827652
580	64.564842
581	61.660149
582	57.796150
583	54.170109
584	50.475872
585	43.870205
586	43.403816
587	48.189438
588	57.971989
589	62.186810
590	58.521267
591	51.504692
592	50.303864
593	57.545662
594	62.968033
595	61.997955
596	55.213375
597	58.562553
598	69.117157
599	77.356224
600	70.297272
601	59.388084
602	60.617210
603	69.655884
604	75.488586
605	70.637825
606	69.730011
607	71.306076
608	70.314095
609	58.599415
610	45.226585
611	49.187813
612	65.423386
613	73.185478
614	59.825550
615	44.198475
616	38.659443
617	43.861576
618	45.672802
619	46.080219
620	46.127361
621	50.337482
622	57.378784
623	60.173695
624	60.567127
625	55.271679
626	53.856079
627	53.884235
628	58.237026
629	61.979851
630	69.607262
631	79.049553
632	86.174568
633	83.242973
634	69.285645
635	60.764225
636	59.869942
637	68.638123
638	72.930771
639	76.969879
640	74.326828
641	66.869194
642	58.107002
643	51.978523
644	51.898163
645	49.952732
646	48.498959
647	45.619907
648	52.558372
649	58.128311
650	55.406853
651	46.820831
652	44.331043
653	50.209087
654	56.055908
655	57.076809
656	53.581432
657	59.690273
658	69.217819
659	75.419884
660	66.998009
661	60.538918
662	67.339005
663	82.136696
664	87.090302
665	72.882401
